bookID,title,authors,publication_date,publisher
38330,El Borbah,Charles Burns,2006-01-17,Fantagraphics
38331,Big Baby,Charles Burns,2007-02-17,Fantagraphics
38333,Black Hole,Charles Burns,2005-10-18,Pantheon
38336,Black Hole  tome 3: Visions,Charles Burns,2001-03-15,Delcourt
38337,Black Hole  tome 4 : Reine des lézards,Charles Burns,2002-10-21,Delcourt
38338,11-Sep,Noam Chomsky/Greg Ruggiero/Marili Margomenou/Miguel Mora/Natalie Levisalles/Il Manifesto/Hartford Courant/David Barsamian/Radio B92/Elise Fried/Peter Kreysler/Gionarle del Popolo/Michael Albert,2001-12-04,Seven Stories Press
38339,Secrets  Lies and Democracy,Noam Chomsky/David Barsamian,2002-07-01,Odonian Press
38340,Syntactic Structures,Noam Chomsky/David W. Lightfoot,2012-09-10,Walter de Gruyter
38341,The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy,Noam Chomsky/Greg Ruggiero,2002-07-09,Seven Stories Press
38344,The Common Good,Noam Chomsky/David Barsamian/Arthur Naiman,2002-07-01,Odonian Press
38346,The Curious Sofa,Edward Gorey,1997-09-15,Harcourt Brace & Company
38376,LOVE MODE 11,Yuki Shimizu/志水 ゆき,2003-01-10,ビブロス
38379,Ring (Ring  #1),Kōji Suzuki/Robert B. Rohmer/Glynne Walley,2004-04-25,Vertical
38385,The Ring Volume 4 Birthday,Kōji Suzuki/Sakura Mizuki,2005-06-21,Dark Horse Manga
38398,Strings  Conformal Fields  and M-Theory (Graduate Texts in Contemporary Physics),Michio Kaku,1999-12-17,Springer
38399,Introduction to Superstrings and M-Theory,Michio Kaku/Joseph L. Birman/H. Eugene Stanley/J.W. Lynn/M.P. Silverman/M. Voloshin,1999-07-30,Springer
38400,To Win a Nuclear War: The Pentagon's Secret War Plans,Michio Kaku/Daniel Axelrod,1999-07-01,South End Press (Boston)
38401,Company,Max Barry,2007-03-13,Vintage
38412,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,1998-09-08,Anchor
38414,The Science Book,Peter Tallack/Simon Singh,2006-03-28,Weidenfeld & Nicolson
38424,Kristy's Great Idea,Raina Telgemeier/Ann M. Martin,2006-04-01,Turtleback Books
38426,The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,2002-03-04,Allyn & Bacon
38429,The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,2005-10-01,Allyn & Bacon
38436,The Cat Who Played Post Office (Cat Who...  #6),Lilian Jackson Braun,1996-05-09,Headline
38457,Just Above My Head,James Baldwin,2000-06-13,Delta
38458,Nobody Knows My Name,James Baldwin,1992-12-01,Vintage
38461,Tell Me How Long the Train's Been Gone,James Baldwin,1998-02-17,Vintage
38463,If Beale Street Could Talk,James Baldwin,2006-10-10,Vintage
38465,Tell My Horse: Voodoo and Life in Haiti and Jamaica,Zora Neale Hurston,1990-02-28,HarperCollins
38466,Wrapped in Rainbows: The Life of Zora Neale Hurston,Valerie Boyd,2004-02-03,Scribner
38469,Going to Meet the Man,James Baldwin,1995-04-25,Vintage Books a division of Random House
38471,The Amen Corner,James Baldwin,1998-02-17,Vintage
38473,Blues for Mister Charlie,James Baldwin,1995-04-25,Vintage
38476,Every Tongue Got to Confess: Negro Folk-tales from the Gulf States,Zora Neale Hurston/Carla Kaplan/John Edgar Wideman,2002-10-01,Amistad
38496,Factotum,Charles Bukowski,2006-08-15,Ecco
38500,Women,Charles Bukowski,2014-07-29,Ecco
38501,Ham on Rye,Charles Bukowski,2014-07-29,Ecco
38503,Tales of Ordinary Madness,Charles Bukowski,2001-01-01,City Lights Publishers
38504,You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,1986-06-05,Black Sparrow Press
38510,Tiempo De Matar,John Grisham,2003-07-01,Planeta Publishing
38511,The Wakefields of Sweet Valley (Sweet Valley High Magna Editions #1),Francine Pascal/Kate William,1993-04-24,Sweet Valley
38513,The Wedding (Sweet Valley High  #98),Francine Pascal/Kate William,1994-04-28,Bantam Books
38514,Alone in the Crowd (Sweet Valley High  #28),Francine Pascal/Kate William,1986-04-01,Bantam Books
38515,Taking Sides (Sweet Valley High  #31),Francine Pascal/Kate William,1986-09-01,Bantam Books
38517,The Wakefield Legacy: The Untold Story (Sweet Valley High Magna Editions #2),Francine Pascal/Kate William,1992-05-01,Bantam Books
38522,Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5),Sherrilyn Kenyon/L.A. Banks/Susan Squires/Ronda Thompson,2006-10-03,St. Martin's Press
38524,Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style,Arthur Plotnik,2005-11-15,Random House Reference Publishing
38528,Cookies: Bite-Size Life Lessons,Amy Krouse Rosenthal/Jane Dyer,2006-05-02,HarperCollins
38529,Bite Me If You Can (Argeneau #6),Lynsay Sands,2007-01-30,Avon
38530,Aftershock  (Sweet Valley High Super Edition  #12),Francine Pascal/Kate William,1998-11-10,Bantam
38531,Sweet 18 (SVH Senior Year  #48),Francine Pascal/Kate William,2003-01-14,Bantam
38532,The New Jessica (Sweet Valley High  #32),Francine Pascal/Kate William,1986-10-01,Bantam Books
38533,Double Love (Sweet Valley High  #1),Francine Pascal/Kate William,1984-09-01,Bantam Books
38536,Happily Ever After (Sweet Valley High  #134),Francine Pascal/Kate William,1997-08-11,Bantam
38538,Forbidden Love (Sweet Valley High #34),Francine Pascal/Kate William,1987-01-01,Bantam Books
38539,Control Freak (SVH Senior Year  #35),Francine Pascal,2001-11-13,Bantam
38547,Mosquito Bite,Alexandra Siy/Dennis Kunkel,2006-02-01,Charlesbridge
38548,Love Bites (Argeneau #2),Lynsay Sands,2004-01-06,Love Spell
38549,Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion,Nigella Lawson/Francesca Yorke,2002-11-13,Hachette Books
38551,The Pursuit of History,John Tosh/Sean Lang,2006-02-01,Longman Publishing Group
38560,Vegas Bites: A Werewolf Romance Anthology,L.A. Banks/J.M. Jeffries/Seressie Glass/Natalie Dunbar,2006-11-15,Parker Publishing Llc
38562,A Bite to Remember (Argeneau #5),Lynsay Sands,2006-06-27,Avon
38564,Boys that Bite (Blood Coven Vampire  #1),Mari Mancusi,2006-04-04,Berkley
38568,A Quick Bite (Argeneau #1),Lynsay Sands,2020-03-31,Avon
38570,Bite Club (Bite Club  #1),Howard Chaykin/David Tischman/David Hahn,2005-04-20,Vertigo (DC Comics)
38572,Last Bite,Nancy Verde Barr,2006-06-09,Algonquin Books
38583,Bite Me!: An Unofficial Guide to the World of Buffy the Vampire Slayer,Nikki Stafford,2002-09-01,ECW Press
38585,Small Bites  Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties,Govind Armstrong/Lisa Romerein/Tyler Florence,2007-04-10,Clarkson Potter
38592,Plants Bite Back! (DK Readers),Richard Platt,1999-10-25,DK Publishing (Dorling Kindersley)
38593,Last Wish (Sweet Valley High),Francine Pascal,1999-05-01,Bantam Books
38597,Starting Over (Sweet Valley High  #33),Francine Pascal/Kate William,1986-12-01,Bantam Books
38601,Dear Sister (Sweet Valley High  #7),Francine Pascal/Kate William,1984-11-01,Bantam Books
38609,Don't Wait for Your Ship to Come In... Swim Out to Meet It!: Bite-Sized Inspirations to Help You Achieve Your Dreams,John Mason,1994-12-01,Honor Books
38619,Magic Bites (Kate Daniels  #1),Ilona Andrews,2007-03-27,Ace
38633,The Secret Garden,Frances Hodgson Burnett/Graham Rust,1999-06-01,Scholastic
38638,The Secret Garden,Frances Hodgson Burnett/Scott McKowen,2004-10-01,Sterling
38640,The Secret Garden Coloring Book,Brian Doherty/Frances Hodgson Burnett/Thea Kliros,2014-07-16,Dover Publications
38643,A Little Princess,Frances Hodgson Burnett/Scott McKowen,2004-10-01,Sterling
38647,A Little Princess,Tania Zamorsky/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,2005-03-01,Sterling
38648,The Little Princesses,Marion Crawford/Jennie Bond,2003-04-10,St. Martin's Press
38650,Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,William   Anderson/Leslie A.  Kelly,1995-12-01,Harper Perennial
38656,The Collected Works of C.S. Lewis,C.S. Lewis/Michael Hauge,1996-03-30,Thomas Nelson
38664,Pedro Páramo,Juan Rulfo,2013-10-31,Anagrama
38665,Pedro Páramo / El Llano en llamas,Juan Rulfo,2006-04-01,Planeta
38667,Pedro Páramo,Juan Rulfo,2009-12-01,Editorial RM
38669,Pedro Paramo / El Llano En Llamas,Juan Rulfo,2002-11-01,Planeta Publishing
38670,Pedro Páramo,Juan Rulfo,1999-04-01,Suhrkamp
39306,The Awakening (Vampire Huntress  #2),L.A. Banks,2004-12-28,St. Martin's Paperbacks
38673,Peter Pan in Kensington Gardens / Peter and Wendy,J.M. Barrie/Peter Hollindale,1999-10-28,Oxford University Press
38674,Walt Disney's Peter Pan (A Little Golden Book),Walt Disney Company/Al Dempster,2007-01-23,Golden/Disney
38677,Peter Pan And Wendy,J.M. Barrie/Ken Geist,2004-10-01,Orchard Books
38678,Peter Pan,J.M. Barrie/Tim Curry,2006-10-05,Simon  Schuster Audio
38680,Adventures of Huckleberry Finn,Mark Twain,1977-11-15,Laurel
38686,Alice in Wonderland / Hunting of the Snark,Lewis Carroll/Donald J. Gray,1992-04-17,W. W. Norton & Company
38695,Holes,Louis Sachar,2003-03-11,Yearling Books
38700,Rabbit Hole,David Lindsay-Abaire,2006-09-01,Theatre Communications Group
38707,A Magic Crystal? (Marvin Redpost),Louis Sachar,2005-05-02,Bloomsbury Publishing PLC
38709,Holes (Holes  #1),Louis Sachar,2000-09-02,Scholastic
38710,Super Fast Out of Control,Louis Sachar,2005-05-02,Bloomsbury Publishing PLC
38717,The Anthology at the End of the Universe: Leading Science Fiction Authors on Douglas Adams' The Hitchhiker's Guide to the Galaxy,Glenn Yeffeth/Don DeBrandt/Cory Doctorow/Bruce Bethke/Adam Roberts/Lawrence Watt-Evans/Selina Rosen/Mark W. Tiedemann/Jacqueline Carey/Susan Sizemore/Vox Day/Stephen Baxter/A.M. Dellamonica/Marguerite Krause/John Shirley/Adam-Troy Castro/Amy Berner/Maria  Alexander/Marie-Catherine Caillava/Mike Byrne,2005-03-11,Smart Pop
38723,The Feminine Mystique,Betty Friedan/Anna Quindlen,2001-09-17,W. W. Norton  Company
38724,Betty Friedan and the Making of The Feminine Mystique: The American Left  the Cold War  and Modern Feminism,Daniel Horowitz,2000-09-27,University of Massachusetts Press
38735,James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,James Herriot/Ruth Brown/Peter Barrett,1992-09-01,St. Martin's Press
38736,James Herriot's Dog Stories,James Herriot/Victor G. Ambrus,2006-11-14,St. Martin's Griffin
38737,The Real James Herriot: A Memoir of My Father,Jim Wight,2001-05-01,Ballantine Books
38739,The Lord God Made Them All,James Herriot,1998-09-15,St. Martin's Paperbacks
38746,Who Was Mark Twain?,April Jones Prince/Nancy Harrison/John   O'Brien,2004-05-24,Grosset & Dunlap
38747,Roughing It,Mark Twain/Henry B. Wonham,2003-04-29,Pocket Books
38750,The Complete Essays of Mark Twain,Mark Twain/Charles Neider,2000-11-02,Da Capo Press
38752,Death of a Salesman,Arthur  Miller,1949-05-18,Viking Books
38755,The Portable Arthur Miller,Arthur  Miller/Harold Clurman/Christopher Bigsby,2003-07-29,Penguin Books
38756,Collected Plays 1944-1961,Arthur  Miller/Tony Kushner,2006-02-02,Library of America
38761,Incident at Vichy,Arthur  Miller,1985-04-02,Penguin Books
38769,Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Masters,MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke,1997-05-01,Chicago Review Press
38773,The Portable Thomas Jefferson,Thomas Jefferson/Merrill D. Peterson,1977-10-27,Penguin Classics
38775,Autobiography of Thomas Jefferson,Thomas Jefferson,2005-06-03,Dover Publications
38786,Juan Rulfo's Mexico,Juan Rulfo/Carlos Fuentes/Margo Glantz/Jorge Alberto Lozoya/Eduardo Rivero/Víctor Jiménez/E. Billeter,2002-08-17,Smithsonian Books
38787,Pedro Páramo,Juan Rulfo/Margaret Sayers Peden/Susan Sontag,1994-03-10,Grove Press
38788,The Burning Plain and Other Stories,Juan Rulfo/Kermit Oliver/George D. Schade,1971-01-01,University of Texas Press
38803,Laughter and Tears: A Family's Journey to Understanding the Autism Spectrum,Ann Hewetson,2005-01-15,Jessica Kingsley Publishers
38804,The Irish Anatomist: A Study of Flann O'Brien,Keith Donohue,2003-07-25,Academica Press
38826,Quito 1599: City and Colony in Transition,Kris Lane/Lyman L. Johnson,2002-07-26,University of New Mexico Press
38827,1599: A Year in the Life of William Shakespeare,James Shapiro,2005-09-01,Faber & Faber
38830,Stranger from the Past,Penny Jordan,1993-09-24,Harlequin Presents
38835,The Olive Farm: A Memoir of Life  Love  and Olive Oil in the South of France,Carol Drinkwater,2002-06-25,Penguin Books
38855,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,1999-02-22,Vintage
38860,Convergence Culture: Where Old and New Media Collide,Henry Jenkins,2006-08-01,New York University Press
38874,The Sling and the Stone: On War in the 21st Century,Thomas X. Hammes,2006-02-17,Zenith Press
38892,Mistletoe,Hailey Abbott/Melissa de la Cruz/Aimee Friedman/Nina Malkin,2006-10-01,Scholastic Paperbacks
38898,The Guide to Hollywood and Beverly Hills,Charles Lockwood,1984-01-16,Random House Value Publishing
38905,Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio,1983-12-31,Woodbridge Press Publishing Company
38911,Your Best Friend's Boyfriend (Follow Your Heart  #1),J.E. Bright,2006-01-01,Scholastic Paperbacks
38913,Follow Your Heart,Susanna Tamaro/John T. Cullen,1996-08-01,Delta
38917,Naughty Little Secret,Shayla Black/Shelley Bradley,2006-08-01,Samhain Publishing
38918,No Accident (Little Secrets  #2),Emily Blake,2006-05-01,Scholastic Paperbacks
38924,Dirty Little Secrets (Marisela Morales/Dirty #1),Julie Leto,2005-05-31,Gallery Books
38925,Dirty Little Secrets,Joy King,2006-05-30,St. Martin's Griffin
38928,Three Little Secrets (MacLachlan Family  #4),Liz Carlyle,2006-04-01,Pocket Star
38936,Lori's Little Secret (Bravo Family  #15) (Bravo Family Ties Miniseries  #3),Christine Rimmer,2005-05-01,Silhouette
38951,The Day My Butt Went Psycho,Andy Griffiths/Miles Thompson,2003-04-01,Scholastic  Inc.
38955,Just Disgusting!,Andy Griffiths/Terry Denton,2002-08-01,Pan Australia
39916,Epileptic,David B.,2005-07-04,Pantheon
38970,Thorn in Her Side (The Princess School  #7),Jane B. Mason/Sarah Hines Stephens,2006-01-01,Scholastic Paperbacks
38977,The Princess of the Chalet School,Elinor M. Brent-Dyer,2000-01-01,HarperCollins
38980,The Princess Diaries (The Princess Diaries  #1),Meg Cabot,2001-07-01,Turtleback
38986,Let Down Your Hair,Jane B. Mason/Sarah Hines Stephens,2004-12-01,Scholastic Paperbacks
38988,Awakening (Chasing Yesterday  #1),Robin Wasserman,2007-05-01,Scholastic Paperbacks
38989,Betrayal (Chasing Yesterday  #2),Robin Wasserman,2007-07-01,Scholastic Paperbacks
38990,Fun Home: A Family Tragicomic,Alison Bechdel,2006-06-08,Houghton Mifflin Company
38992,Second Home: Finding Your Place in the Fun (Better Homes and Gardens),Denny Caringer/Better Homes and Gardens,2000-10-15,Better Homes and Gardens Books
39000,Six Frigates: The Epic History of the Founding of the U. S. Navy,Ian W. Toll,2006-10-17,W. W. Norton  Company
39001,Power  Sex  Suicide: Mitochondria and the Meaning of Life,Nick Lane,2006-12-01,Oxford University Press  USA
39004,Die Tagebücher einer Nanny,Emma McLaughlin/Nicola Kraus,2003-02-01,Goldmann
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,2006-10-10,Vintage
39022,Saint Ignatius Loyola: The Pilgrim Years 1491-1538,James Brodrick,1998-11-01,Ignatius Press
39026,Deep Storm (Jeremy Logan  #1),Lincoln Child,2007-03-15,Doubleday Books
39027,Death Match,Lincoln Child,2006-10-31,Anchor Books
39028,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,2007-08-28,Grand Central Publishing
39030,Reliquary (Pendergast  #2),Douglas Preston/Lincoln Child,2005-08-01,Tor Books
39031,The Cabinet of Curiosities (Pendergast  #3),Douglas Preston/Lincoln Child,2003-06-01,Warner Books
39033,Still Life With Crows (Pendergast  #4),Douglas Preston/Lincoln Child,2004-07-01,Grand Central Publishing
39034,Dancing on My Grave,Gelsey Kirkland/Greg Lawrence,1987-11-01,Jove
39035,Dancing on His Grave: A True Story of Survival and Triumph,Barbara Richard,2006-06-05,Trafford Publishing
39045,I Don't Know How She Does It (Kate Reddy  #1),Allison Pearson,2003-08-26,Anchor Books
39046,I Don't Know How She Does It (Kate Reddy  #1),Allison Pearson,2003-05-01,Vintage
39068,Perfect Girls  Starving Daughters: The Frightening New Normalcy of Hating Your Body,Courtney E. Martin,2007-04-17,Free Press
39077,The 21 Success Secrets of Self-Made Millionaires: How to Achieve Financial Independence Faster and Easier Than You Ever Thought Possible,Brian Tracy,2000-11-13,Berrett-Koehler Publishers
39081,The Cake Book,Tish Boyle/John Uher,2006-04-14,Houghton Mifflin Harcourt
39088,Grand Finales: A Modernist View of Plated Desserts,Tish Boyle/Timothy Moriarty,1997-11-07,Wiley
39093,The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolution,Sean B. Carroll/Jamie W. Carroll/Leanne M. Olds,2006-10-17,W. W. Norton  Company
39097,The Bride Finder (St. Leger  #1),Susan Carroll,1999-01-30,Ivy Books
39099,The Courtesan (The Dark Queen Saga  #2),Susan Carroll,2005-07-26,Ballantine Books
39101,Giovanni and Lusanna: Love and Marriage in Renaissance Florence,Gene A. Brucker,2004-12-14,University of California Press
39102,The Collected Poetry  1968-1998,Nikki Giovanni/Virginia C. Fowler,2007-01-23,William Morrow
39103,Mozart's Don Giovanni (the Dover Opera Libretto Series),Wolfgang Amadeus Mozart/Lorenzo Da Ponte/Ellen H. Bleiler,1985-10-01,Dover Publications
39105,Love Poems,Nikki Giovanni,1997-02-14,William Morrow
39106,Rosa,Nikki Giovanni/Bryan Collier,2005-10-01,Henry Holt and Co. (BYR)
39124,The covert war against rock: what you don't know about the deaths of Jim Morrison  Tupac Shakur  Michael Hutchence  Brian Jones  Jimi Hendrix  Phil Ochs  Bob Marley  Peter Tosh  John Lennon  The Notorious B.I.G,Alex Constantine,2000-05-01,Feral House
39141,Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Less,Gale Gand/Julia Moskin/Tim Turner,2004-01-13,Clarkson Potter/Publishers
39149,What Angels Fear (Sebastian St. Cyr  #1),C.S. Harris,2006-10-03,Signet
39173,Breaking Free from Compulsive Eating,Geneen Roth,1993-09-01,Plume
39175,When Food Is Love: Exploring the Relationship Between Eating and Intimacy,Geneen Roth,1992-07-01,Plume Books
39177,You're Born an Original  Don't Die a Copy!,John Mason,1993-12-01,Insight International
39180,Orin Aoraiosaa: Songs for Selected Heads,John    Mason,1997-01-01,Yoruba Theological Archministry
39181,Guide to Stress Reduction,L. John Mason,2001-05-22,Celestial Arts
39191,La máquina de follar,Charles Bukowski,1995-07-01,Anagrama
39201,Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Life,Beth A. Jones,2006-05-01,Harrison House
39213,Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement,Ann Bausum,2005-12-27,National Geographic Children's Books
39242,The Milagro Beanfield War,John     Nichols,2000-02-15,Holt McDougal
39245,The Magic Journey,John     Nichols,2000-02-15,Holt Paperbacks
39266,Captain Slaughterboard Drops Anchor,Mervyn Peake,2001-12-31,Candlewick Press (MA)
39286,Hide-and-Seek with Angels: The Life of J.M. Barrie,Lisa Chaney,2006-05-16,Arrow
39302,The Hunted (Vampire Huntress  #3),L.A. Banks,2005-06-13,St. Martin's Paperbacks
39303,The Bitten (Vampire Huntress  #4),L.A. Banks,2005-06-13,St. Martin's Griffin
39304,The Forsaken (Vampire Huntress  #7),L.A. Banks,2006-06-27,St. Martin's Griffin
39305,Minion (Vampire Huntress  #1),L.A. Banks,2004-05-04,St. Martin's Paperback
39307,The Forbidden (Vampire Huntress  #5),L.A. Banks,2006-06-27,St. Martin's Paperbacks
39308,The Damned (Vampire Huntress  #6),L.A. Banks,2006-01-24,St. Martin's Griffin
39309,The Damned (Vampire Huntress  #6),L.A. Banks,2007-01-02,St. Martin's Paperbacks
39311,Brand New Justice: How Branding Places and Products Can Help the Developing World,Simon Anholt,2005-01-15,Routledge
39315,Katie's Big Move (Junior Gymnasts  #2),Teddy Slater/Wayne Alfano,1996-12-31,Scholastic
39317,Amanda's Unlucky Day (Junior Gymnasts  #6),Teddy Slater/Wayne Alfano,1997-12-31,Apple
39339,Beat That! Cookbook,Ann Hodgman,1999-10-07,Rux Martin/Houghton Mifflin Harcourt
39346,Stake That (Blood Coven Vampire  #2),Mari Mancusi,2006-12-05,Berkley
39347,Sk8er Boy (First Kiss Club #1),Mari Mancusi,2005-10-01,Leisure Books
39357,Bride & Groom (A Dog Lover's Mystery  #16),Susan Conant/Maxwell Award,2005-01-04,Berkley
39358,Stud Rites (A Dog Lover's Mystery #9),Susan Conant,2005-03-01,Berkley Prime Crime Books
39359,The Dogfather (A Dog Lover's Mystery  #15),Susan Conant,2004-02-03,Berkley
39360,Steamed (A Gourmet Girl Mystery  #1),Jessica Conant-Park/Susan Conant,2007-02-06,Berkley
39361,Paws Before Dying (A Dog Lover's Mystery  #4),Susan Conant,1960-01-01,Berkley Books
39363,A New Leash on Death (A Dog Lover's Mystery  #1),Susan Conant,1994-04-01,Berkley Prime Crime
39365,Scratch the Surface (A Cat Lover's Mystery #1),Susan Conant,2006-07-05,Berkley
39382,Corvette,Jerry Burton,2006-10-01,Universe Publishing(NY)
39392,Lucifer's Shadow,David Hewson,2005-07-26,Delta
39396,The Key,Lynsay Sands,2003-01-01,Leisure Books
39397,The Deed (Deed  #1),Lynsay Sands,2004-12-01,Leisure Books
39398,The Chase (Deed  #3),Lynsay Sands,2004-12-01,Leisure Books
39399,Bliss,Lynsay Sands,2001-09-01,Leisure Books
39400,The Perfect Wife,Lynsay Sands,2005-10-01,Leisure Books
39401,Sweet Revenge,Lynsay Sands,2004-02-01,Leisure Books
39402,The Reluctant Reformer,Lynsay Sands,2002-02-03,Leisure
39403,Love Is Blind,Lynsay Sands,2006-08-01,Leisure Books
39418,Standard Catalog of Smith & Wesson,Jim Supica/Richard Nahas,2007-01-01,Gun Digest Books
39433,Korea's Place in the Sun: A Modern History,Bruce Cumings,2005-09-17,W. W. Norton  Company
39440,Mighty Love,Howard Chaykin,2005-02-01,DC Comics
39441,Challengers of the Unknown: Stolen Moments  Borrowed Time,Howard Chaykin/Michelle Madsen,2006-03-29,DC Comics
39442,Black Kiss,Howard Chaykin,2000-05-16,Eros Comix
39444,Son of Superman,Howard Chaykin/David Tischman/J.H. Williams III/Mick Gray/Lee Loughridge,2000-01-01,DC Comics
39470,Castle Diary: The Journal of Tobias Burgess,Richard Platt/Chris Riddell,2003-07-14,Candlewick
39473,Disaster!: Catastrophes That Shook the World,Richard Bonson/Richard Platt,1997-09-01,DK Publishing (Dorling Kindersley)
39819,Dogged Pursuit (Jack and Jamie #5),Lee Charles Kelley,2006-06-27,Avon
39476,Stephen Biesty's Incredible Explosions,Stephen Biesty/Richard Platt,1996-07-01,DK Publishing (Dorling Kindersley)
39501,The Burglar Who Thought He Was Bogart (Bernie Rhodenbarr  #7),Lawrence Block,2006-10-31,HarperTorch
39503,Hit Parade (John Keller  #3),Lawrence Block,2006-07-03,William Morrow
39504,The Girl with the Long Green Heart,Lawrence Block,2005-11-01,Hard Crime Case
39505,The Burglar Who Painted Like Mondrian (Bernie Rhodenbarr  #5),Lawrence Block,2005-07-26,HarperTorch
39506,The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr  #3),Lawrence Block,2005-03-01,HarperTorch
39508,Out on the Cutting Edge (Matthew Scudder  #7),Lawrence Block,2000-12-07,Orion
39509,Writing the Novel: From Plot to Print,Lawrence Block,2002-10-28,Writer's Digest Books
39510,The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6),Lawrence Block,2005-10-25,HarperTorch
39518,Gilda Joyce: Psychic Investigator (Gilda Joyce  #1),Jennifer Allison,2006-11-23,Puffin Books
39526,Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Business,John Newhouse,2007-01-16,Alfred A. Knopf
39535,Fabulous Small Jews,Joseph Epstein,2004-07-06,Mariner Books
39539,Feast: Food to Celebrate Life,Nigella Lawson,2004-10-27,Hachette Books
39541,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson/Petrina Tinslay,2001-11-14,Hyperion Books
39542,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,2005-09-01,Hachette Books
39543,Forever Summer,Nigella Lawson,2005-06-02,Chatto  Windus
39571,programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java,Rick Decker/Stuart Hirshfield,1999-12-24,Course Technology
39580,The American Campaign: U.S. Presidential Campaigns and the National Vote,James E. Campbell,2000-05-01,Texas A&M University Press
39582,The Anglo-Saxons,James Campbell/Eric John/Patrick Wormald,1991-03-28,Penguin
39585,The Final Frontiersman: Heimo Korth and His Family  Alone in Alaska's Arctic Wilderness,James   Campbell,2005-09-13,Atria Books
39622,The Untamed One (Wild Wulfs of London  #2),Ronda Thompson,2006-05-02,St. Martin's Paperbacks
39623,The Cursed One (Wild Wulfs of London  #3),Ronda Thompson,2006-11-28,St. Martin's Paperbacks
39624,The Dark One (Wild Wulfs of London  #1),Ronda Thompson,2005-11-01,St. Martin's Press
39625,Call of the Moon,Ronda Thompson,2009-01-01,Love Spell
39632,Bad (Fearless  #13),Francine Pascal,2002-07-10,Simon & Schuster Childrens Books
39633,Fear (Fearless  #23),Francine Pascal,2002-09-01,Simon & Schuster Childrens Books
39636,Twisted (Fearless  #4),Francine Pascal,2002-06-22,Simon & Schuster Childrens Books
39637,Run (Fearless  #3),Francine Pascal,2000-03-01,Simon & Schuster (Trade Division)
39638,Killer (Fearless  #12),Francine Pascal,2000-11-06,Simon & Schuster Childrens Books
39639,Alone (Fearless  #22),Francine Pascal,2002-07-16,Simon & Schuster Childrens Books
39640,Tears (Fearless  #15),Francine Pascal,2001-05-01,Simon Pulse
39660,The Shawshank Redemption,Mark Kermode/Rob White,2003-08-26,British Film Institute
39661,The Shawshank Redemption: The Shooting Script,Frank Darabont/Stephen King,2004-09-30,Newmarket Press
39662,Different Seasons,Stephen King,1995-02-16,Warner Books
39671,The Real Frank Zappa Book,Frank Zappa/Peter Occhiogrosso,1990-08-03,Picador USA
39685,Homegrown Democrat: A Few Plain Thoughts from the Heart of America,Garrison Keillor,2006-08-29,Penguin Books
